hour,weekday,lot_id,lot_name,class_density,event,occupancy_pct
13,3,1,P_EAST,9,0,0.7499
13,3,2,P_NORTH,9,0,0.8825
13,3,3,P_SOUTH,9,0,0.5683
13,3,4,P_WEST,9,0,0.6941
14,3,0,P_CENTRAL,8,0,1.0
14,3,1,P_EAST,8,0,0.7786
14,3,2,P_NORTH,8,0,0.845
14,3,3,P_SOUTH,8,0,0.5997
14,3,4,P_WEST,8,0,0.6636
15,3,0,P_CENTRAL,10,0,0.9549
15,3,1,P_EAST,10,0,0.7967
15,3,2,P_NORTH,10,0,0.7907
15,3,3,P_SOUTH,10,0,0.6545
15,3,4,P_WEST,10,0,0.6648
16,3,0,P_CENTRAL,6,0,0.7573
16,3,1,P_EAST,6,0,0.5364
16,3,2,P_NORTH,6,0,0.7112
16,3,3,P_SOUTH,6,0,0.5242
16,3,4,P_WEST,6,0,0.5587
17,3,0,P_CENTRAL,7,0,0.5932
17,3,1,P_EAST,7,0,0.455
17,3,2,P_NORTH,7,0,0.4323
17,3,3,P_SOUTH,7,0,0.357
17,3,4,P_WEST,7,0,0.4072
18,3,0,P_CENTRAL,5,0,0.4891
18,3,1,P_EAST,5,0,0.3729
18,3,2,P_NORTH,5,0,0.4256
18,3,3,P_SOUTH,5,0,0.3573
18,3,4,P_WEST,5,0,0.3763
19,3,0,P_CENTRAL,5,0,0.3854
19,3,1,P_EAST,5,0,0.3054
19,3,2,P_NORTH,5,0,0.2829
19,3,3,P_SOUTH,5,0,0.2582
19,3,4,P_WEST,5,0,0.3291
20,3,0,P_CENTRAL,1,0,0.2416
20,3,1,P_EAST,1,0,0.2368
20,3,2,P_NORTH,1,0,0.2161
20,3,3,P_SOUTH,1,0,0.1553
20,3,4,P_WEST,1,0,0.259
21,3,0,P_CENTRAL,0,0,0.1765
21,3,1,P_EAST,0,0,0.049
21,3,2,P_NORTH,0,0,0.2146
21,3,3,P_SOUTH,0,0,0.1251
21,3,4,P_WEST,0,0,0.1035
22,3,0,P_CENTRAL,0,0,0.1004
22,3,1,P_EAST,0,0,0.0042
22,3,2,P_NORTH,0,0,0.1159
22,3,3,P_SOUTH,0,0,0.0365
22,3,4,P_WEST,0,0,0.0461
23,3,0,P_CENTRAL,0,0,0.0273
23,3,1,P_EAST,0,0,0.0136
23,3,2,P_NORTH,0,0,0.0694
23,3,3,P_SOUTH,0,0,0.0403
23,3,4,P_WEST,0,0,0.059
0,4,0,P_CENTRAL,0,0,0.0606
0,4,1,P_EAST,0,0,0.0147
0,4,2,P_NORTH,0,0,0.1247
0,4,3,P_SOUTH,0,0,0.0
0,4,4,P_WEST,0,0,0.0785
1,4,0,P_CENTRAL,0,0,0.0978
1,4,1,P_EAST,0,0,0.0
1,4,2,P_NORTH,0,0,0.1274
1,4,3,P_SOUTH,0,0,0.0674
1,4,4,P_WEST,0,0,0.0691
2,4,0,P_CENTRAL,0,0,0.0527
2,4,1,P_EAST,0,0,0.0317
2,4,2,P_NORTH,0,0,0.0373
2,4,3,P_SOUTH,0,0,0.0486
2,4,4,P_WEST,0,0,0.0922
3,4,0,P_CENTRAL,0,0,0.0793
3,4,1,P_EAST,0,0,0.02
3,4,2,P_NORTH,0,0,0.0968
3,4,3,P_SOUTH,0,0,0.0829
3,4,4,P_WEST,0,0,0.0767
4,4,0,P_CENTRAL,0,0,0.1448
4,4,1,P_EAST,0,0,0.0793
4,4,2,P_NORTH,0,0,0.0648
4,4,3,P_SOUTH,0,0,0.0388
4,4,4,P_WEST,0,0,0.0152
5,4,0,P_CENTRAL,1,0,0.1895
5,4,1,P_EAST,1,0,0.1335
5,4,2,P_NORTH,1,0,0.0527
5,4,3,P_SOUTH,1,0,0.0734
5,4,4,P_WEST,1,0,0.18
6,4,0,P_CENTRAL,4,0,0.2873
6,4,1,P_EAST,4,0,0.2603
6,4,2,P_NORTH,4,0,0.2227
6,4,3,P_SOUTH,4,0,0.2582
6,4,4,P_WEST,4,0,0.2143
7,4,0,P_CENTRAL,4,0,0.5674
7,4,1,P_EAST,4,0,0.4323
7,4,2,P_NORTH,4,0,0.4083
7,4,3,P_SOUTH,4,0,0.2795
7,4,4,P_WEST,4,0,0.3195
8,4,0,P_CENTRAL,5,0,0.6754
8,4,1,P_EAST,5,0,0.509
8,4,2,P_NORTH,5,0,0.565
8,4,3,P_SOUTH,5,0,0.4774
8,4,4,P_WEST,5,0,0.4546
9,4,0,P_CENTRAL,8,0,0.8313
9,4,1,P_EAST,8,0,0.7199
9,4,2,P_NORTH,8,0,0.7481
9,4,3,P_SOUTH,8,0,0.5675
9,4,4,P_WEST,8,0,0.5512
10,4,0,P_CENTRAL,10,0,0.9348
10,4,1,P_EAST,10,0,0.7776
10,4,2,P_NORTH,10,0,0.8986
10,4,3,P_SOUTH,10,0,0.6209
10,4,4,P_WEST,10,0,0.6278
11,4,0,P_CENTRAL,9,0,0.9129
11,4,1,P_EAST,9,0,0.6893
11,4,2,P_NORTH,9,0,0.8644
11,4,3,P_SOUTH,9,0,0.665
11,4,4,P_WEST,9,0,0.6795
12,4,0,P_CENTRAL,9,0,0.8796
12,4,1,P_EAST,9,0,0.7524
12,4,2,P_NORTH,9,0,0.8535
12,4,3,P_SOUTH,9,0,0.7038
12,4,4,P_WEST,9,0,0.6217
13,4,0,P_CENTRAL,10,0,1.0
13,4,1,P_EAST,10,0,0.778
13,4,2,P_NORTH,10,0,0.8825
13,4,3,P_SOUTH,10,0,0.6246
13,4,4,P_WEST,10,0,0.6932
14,4,0,P_CENTRAL,8,0,1.0
14,4,1,P_EAST,8,0,0.7276
14,4,2,P_NORTH,8,0,0.8951
14,4,3,P_SOUTH,8,0,0.5651
14,4,4,P_WEST,8,0,0.6931
15,4,0,P_CENTRAL,9,0,0.7653
15,4,1,P_EAST,9,0,0.618
15,4,2,P_NORTH,9,0,0.6754
15,4,3,P_SOUTH,9,0,0.462
15,4,4,P_WEST,9,0,0.5396
16,4,0,P_CENTRAL,6,0,0.5187
16,4,1,P_EAST,6,0,0.4539
16,4,2,P_NORTH,6,0,0.453
16,4,3,P_SOUTH,6,0,0.3883
16,4,4,P_WEST,6,0,0.3473
17,4,0,P_CENTRAL,3,0,0.3719
17,4,1,P_EAST,3,0,0.364
17,4,2,P_NORTH,3,0,0.3651
17,4,3,P_SOUTH,3,0,0.2452
17,4,4,P_WEST,3,0,0.2982
18,4,0,P_CENTRAL,5,0,0.2231
18,4,1,P_EAST,5,0,0.2391
18,4,2,P_NORTH,5,0,0.3524
18,4,3,P_SOUTH,5,0,0.2018
18,4,4,P_WEST,5,0,0.2182
19,4,0,P_CENTRAL,0,0,0.2778
19,4,1,P_EAST,0,0,0.1097
19,4,2,P_NORTH,0,0,0.1473
19,4,3,P_SOUTH,0,0,0.1631
19,4,4,P_WEST,0,0,0.1411
20,4,0,P_CENTRAL,1,0,0.212
20,4,1,P_EAST,1,0,0.1123
20,4,2,P_NORTH,1,0,0.064
20,4,3,P_SOUTH,1,0,0.0512
20,4,4,P_WEST,1,0,0.0018
21,4,0,P_CENTRAL,0,0,0.0722
21,4,1,P_EAST,0,0,0.0564
21,4,2,P_NORTH,0,0,0.0553
21,4,3,P_SOUTH,0,0,0.0953
21,4,4,P_WEST,0,0,0.1051
22,4,0,P_CENTRAL,0,0,0.0305
22,4,1,P_EAST,0,0,0.0
22,4,2,P_NORTH,0,0,0.0578
22,4,3,P_SOUTH,0,0,0.0461
22,4,4,P_WEST,0,0,0.0385
23,4,0,P_CENTRAL,0,0,0.0603
23,4,1,P_EAST,0,0,0.0
23,4,2,P_NORTH,0,0,0.099
23,4,3,P_SOUTH,0,0,0.0
23,4,4,P_WEST,0,0,0.0447
